title,date,content,player_name,image_url,link,sport
Gomathi Marimuthu secures India’s first gold medal in Doha AAC,"April 22, 2019","Gomathi Marimuthu secures India’s first gold medal in Doha AAC

AFI Media

Doha, April 22: Gomathi Marimuthu scripted an amazing story and made a dream come true by winning the women’s 800m gold at the Asian Athletics Championships at the Khalifa Stadium here on Monday. It was India’s first gold medal after three silver, including for javelin thrower Shivpal Singh, and five bronze medals.

Gomathi clocked a personal best of 2:02.70 with a gallant run over the final lap after being pushed to sixth place just after the bell. On the back straight, she went past a pair of Sri Lankan runners and moved to third place with 200m left. Running on the outside, the 30-year-old could sense Kazakhstan’s Margarita Mukasheva and the leader Wang Chunyu losing pace. And she willed herself to sustain her charge till the gold was won.

This was third time lucky for Gomathi, who had finished seventh in the Asian Championship in 2013 and fourth in 2015. She had to come through a confirmatory trial in Patiala where she was paced by quartermiler MR Poovamma. She did not need such support on the track this time as she drew from the energy and intensity to deliver a good performance.

Shivpal Singh also came up with a personal best of 86.23m with his second throw to secure the silver medal behind Chinese Taipei’s Chao-Tsun Cheng who fouled his first throw but flung the spear over a championship record distance of 86.72m. After a third throw of 83.46m, he preferred to pass the other throws fearing an adductor injury.

Shivpal Singh, who opened with 80.89m, had another throw over 81.39m and try as he might, could not dislodge the Chinese Taipei champion from the pedestal. He had the consolation of going past compatriot Neeraj Chopra’s meet mark of 85.23m set with his very last throw in Bhubaneshwar in 2017.

The 400m hurdlers Saritaben Gayakwad and MP Jabir each gave India a bronze medal from the women and men’s races. Both had to overcome the challenge of moving up from the lower positions to the podim. Saritaben Gayakwad clocked 57.22, a shade below her season’s best, while Jabir produced a personal best time of 49.13 seconds.

On Sunday night, the men’s 3000m steeplechase saw Avinash Sable produce a dramatic finish by passing two runners at the final water jump and the final hurdle to secure a creditable silver medal on international debut. His time of 8:30.19 was not far off the National record of 8:28.94 that he set in Patiala last month.

MR Poovamma had to settle for a bronze in the women’s 400m after a photo-finish was used to separate her from the silver medallist Elina Mikhina (Kazakhstan). The race was won with comfort by Salwa Naser of Bahrain. Poovamma clocked 53.21 seconds and her bronze medal was some consolation for India after Hima Das pulled up injured in the semifinal heats.

Gavit Murli Kumar completed India’s five-medal hunt on the opening night when he won bronze in the men’s 10000m to add to the silver that Annu Rani claimed in the women’s javelin throw and the bronze that Parul Chaudhary got by beating compatriot Sanjivani Jadhav on the final straight.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/gomathi-marimuthu-750-420.jpg,https://indianathletics.in/gomathi-marimuthu-secures-indias-first-gold-medal-in-doha-aac/,Athletics
"Toor, Johnson, Swapna Barman expected to replicate Asian Games success in AAC2019","April 20, 2019","AFI Media

Doha, April 20: Asian Games gold medallists shot putter Tajinderpal Singh Toor, middle-distance runner Jinson Johnson, heptathlete Swapna Barman and the women’s 4x400m squad will headline the Indian challenge in the four-day Asian Athletics Championships, beginning at the Khalifa Stadium here on Sunday.

The 24-year-old Tajinderpal Singh Toor has been consistently going past the 19m mark for five years now and his 20.13m in the Grand Prix in Patiala in February has placed the Asian Games gold medallist as the early leader in the continent. Jinson Johnson’s powerful kick has earned him a reputation and will take to the track with confidence.

Swapna Barman has ruled the roost in the heptathlon, winning gold in the 2017 Asian Atheltics Championships and the Asian Games in Jakarta last year. She will look to complete a hat-trick of Asian crowns. The women’s 4x400m relay team, with its focus on the IAAF World Relays next month, will want to make improvements to its time.

Javelin thrower Neeraj Chopra’s elbow injury and 400m hurdler Ayyasamy Dharun’s stress fracture have kept them away from the competition. Long jumper S Sreeshankar, whose heel injury prevented him from competing in the Federation Cup in Patiala last month, and triple jumper Arpinder Singh are the other big guns who will miss the Asian Athletics Championships.

However, there is an opportunity for others to shine in a quality competition. Their performances will be keenly watched to see how athletes like Gavit Murali Kumar and Avinash Sable come of age. Gavit Murali Kumar and Abhishek Pal in the 5000m and Avinash Sable and Shankar Lal Swami in the steeplechase are capable athletes as is 23-year-old Mohammed Afsal, who has been picked to replace Manjit Singh in the middle-distance events.

India has roped in Davinder Singh Kang in Neeraj Chopra’s place in the squad. It is hopeful that he will rediscover the big-meet temperament that made him India’s first finalist in the men’s javelin throw in the 2017 IAAF World Athletics Championship in London. With Shivpal Singh already throwing beyond 80m this season, they can expect a medal between them.

On Sunday, Annu Rani has the opportunity to show that she has overcome memories of a sixth-place finish in javelin event the Asian Games in Jakarta. She recorded a throw of 62.34m in the Federation Cup in Patiala last month and will expect to give the Chinese a run for their money when she steps up the runway on Sunday.

The women’s 400m final will hold a lot of interest. The team’s coaching staff and the runners are well aware that the season top list – where Hima Das and M R Poovamma lead a bunch nine Indians in the top 10 in Asia – is no real indication of what to expect in the competition here. They will seek medals and then get down to working towards improving the time in the 4x400m relay.

Avinash Sable, who broke Gopal Saini’s old men’s 3000m steeplechase National record and then lowered it in the Federation Cup, could be up against seasoned competitors but has the potential to run a tactical race and make his maiden Asian competition memorable while Parul Chaudhary will have to come up with her best against Chinese and Japanese runners in the women’s 5000m.

Gavit Murali Kumar, who finished sixth in the men’s 5000m in the Asian Championships in Bhubaneshwar in July 2017, and Abhishek Pal, who was Asian junior silver medallist in 2016, will have to run a smart race. Arokia Rajiv, who has emerged India’s fastest in the men’s 400m this year, and Muhammad Anas will also be in action in the opening round on Sunday.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/05/13-2.jpg,https://indianathletics.in/toor-johnson-swapna-barman-expected-to-replicate-asian-games-success-in-aac2019/,Athletics
Indian team for Asian Athletics Championships announced,"April 5, 2019","AFI selects Indian team for Asian Athletics Championships 

AFI Media 19/03/2019
NEW DELHI. The Athletics Federation of India (AFI) selection committee for seniors picked up a tentative 51-member Indian team for the 23rd Asian Athletics Championships to be held in Doha (Qatar) from 21-  24 April 2019.
The selection committee which met on Tuesday at AFI secretariat in New Delhi under the chairmanship of former Olympian GS Randhawa selected 25 men and 26 women athletes for the mega biennial continental athletics event.
“The selection committee discussed results from recently held four-leg Indian Grand Prix series and 23rd Federation Cup which concluded on Monday in Patiala. The team selected is in three groups. First group comprises of campers while second group comprises of non-campers who will have to undergo confirmatory trials on 13th April before the team departs for Doha. Third group is of sprinters, both men and women, who will compete in 4x100m relay. The participation of 4x100m relay team is also subject to confirmatory trials,” said Adille J Sumariwalla, AFI President, today. 

The other members present at the selection committee meeting were Bahadur Singh, Chief Coach- India, Asian Games medalists Bahadur Singh Sagoo, Praveen Jolly and Uday Prabhu, former Olympians Paramjeet Singh and Jyotirmoyee Sikdar and Deputy Chief Coach- India Radhakrishnan Nair.

(Team list attached below)

LIST OF INDIAN ATHLETES SELECTED FOR ASIAN CHAMPIONSHIPS 2019

21-24 APRIL 2019, DOHA (QATAR)-(MEN)

SL	EVENT	RANK	NAME	DOB	SB	REMARKS
1	4x400M	1	AROKIA RAJIV	22.05.1991	45.73
2	4x400M	2	MD ANAS	17.09.1994	45.89
3	4x400M	3	P KUNHU MUHAMMED	05.03.1987	46.47
4	4x400M	4	JEEVAN KS	26.01.1993	46.48
5	4x400M	5	JITHU BABY	04.01.1993	46.84
6	4x400M	6	ALEX A	03.09.1994	47.17(SF1)
7	800M	1	JINSON JOHNSON	15.03.1991	01:49.68
8	800M	2	MANJIT SINGH	01.09.1989	01:48.54
–	1500M	1	JINSON JOHNSON	15.03.1991	03:41.67
9	1500M	2	AJAY KUMAR SAROJ	01.01.1997	03:43.57
10	3000MSC	1	AVINASH SABLE	13.09.1994	08:28.94
11	3000MSC	2	SHANKARLAL SWAMI	05.07.1996	08:34.66
12	400MH	1	DHARUN AYYASAMY	31.12.1996	48.80
13	400MH	2	JABIR MP	06.08.1996	49.53
14	5000M/10000M	1	GAVIT MURALI KUMAR	01.08.1997	13:54.98	SUBJECT TO CONFIRMATORY TRIALS
15	5000M/10000M	2	ABHISHEK PAL	15.07.1997	13::56.62	SUBJECT TO CONFIRMATORY TRIALS
16	TJ	1	PRAVEEN CHITHRAVEL	05.06.2001	16.51	SUBJECT TO CONFIRMATORY TRIALS
17	S.P	 	TAJINDER PAL TOOR	13.11.1994	20.13M
18	J.T	1	SHIVPAL SINGH	07.06.1995	82.56M
19	J.T	2	NEERAJ CHOPRA	24.12.1997	88.06M	 

WOMEN

SL	EVENT	RANK	NAME	DOB	SB	REMARKS
1	200M	1	DUTEE CHAND	03.02.1996	23.30
2	4x400M	1	HIMA DAS	09.01.2000	52.88
3	4x400M	2	MR POOVAMMA	05.06.1990	53.11(SF2)
4	4x400M	3	SARITABEN GAEKWAD	01.06.1994	53.25(SF2)
5	4x400M	4	JISNA MATHEW	07.01.1999	53.34
6	4x400M	5	VISMAYA VK	14.05.1997	53.27(SF2)
7	4x400M	6	SONIA BAISHYA	31.12.1995	53.78(SF1)
8	800M	1	GOMTI MARIMUTHU	08.02.1989	02.03.21	SUBJECT TO CONFIRMATORY TRIAL
9	800M	2	TWINKLE CHOUDHARY	17.10.1995	02.03.67	SUBJECT TO CONFIRMATORY TRIAL
10	1500M	1	LILLY DAS	18.03.1998	04:13.53
11	 	2	PU CHITRA	09.06.1995	04:13.58
12	5000 M	1	PARUL CHAUDHARY	15.04.1995	15:58.4	SUBJECT TO CONFIRMATORY TRIAL
–	3000 M SC	1	PARUL CHAUDHARY	15.04.1995	10:10.31	SUBJECT TO CONFIRMATORY TRIAL
13	3000 M SC	2	SUDHA SINGH	25.06.1986	09:40.03	SUBJECT TO CONFIRMATORY TRIAL
–	400MH	1	SARITABEN GAEKWAD	01.06.1994	57.21
14	400MH	2	ARPITA M	11.02.1993	57.45	SUBJECT TO CONFIRMATORY TRIAL
15	10000M	1	SANJIVANI JADHAV	12.07.1996	32:57.36	SUBJECT TO CLEARENCE FROM NADA
16	DT	1	KAMALPREET KAUR	04.03.1996	60.25	SUBJECT TO CONFIRMATORY TRIAL
17	DT	2	NAVJEET KAUR	06.03.1996	66.36	SUBJECT TO CONFIRMATORY TRIAL
18	JT	1	KUMARI SHARMILLA	02.03.1995	56.36	SUBJECT TO CONFIRMATORY TRIAL
19	J.T	1	ANNU RANI	29.08.1992	62.34M
20	HEPTA	1	SWAPNA BARMAN	29.10.1996	5901
21	HEPTA	2	PURNIMA HEMBRAM	07.10.1993	5597	 

LIST OF ATHLETES TO BE SELECTED AFTER TRIALS-(MEN)
EVENT	RANK	NAME	DOB	SB
4X100M	1	GURINDER VIR SINGH	24.12.2000	10.35
4X100M	2	HARJIT SINGH	28.8.1997	10.48
4X100M	3	SIVA KUMAR	13.10.1994	10.50
4X100M	4	VK ELAKKIYA DASAN	31.1.1995	10.50(SF3)
4X100M	5	GURULAL SINGH	22.9.1989	10.68
4X100M	6	SAFIKUL MONDAL	8.7.1996	10.75

LIST OF ATHLETES TO BE SELECTED AFTER TRIALS-(WOMEN)
EVENT	RANK	NAME	DOB	SB
4X100M	1	DUTEE CHAND	3.2.1996	11.45
4X100M	2	ARCHANA SUSEENDRAN	9.6.1994	11.72
4X100M	3	RANGA K	24.5.1995	11.63(SF3)
4X100M	4	HINA	18.10.1995	11.72(SF2)
4X100M	5	REVATHI B	23.11.1997	11.77(SF1)
4X100M	6	DHANALAKSHMI S	5.6.1998	11.78(SF2)

Tags :",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/new-728-410.png,https://indianathletics.in/indian-team-for-asian-athletics-championships-announced/,Athletics
Federation Cup Athletics begins on Friday in Patiala,"March 14, 2019","AFI Media
14/03/2019

Patiala. Arpinder Singh, Asian Games gold medallist and the first Indian to win a medal at the IAAF Inter-continental Cup, will be the leading contender in the Men’s Triple Jump heats at the 23rd Federation Cup Senior National Athletics Championships to be held at the National Institute of Sport, Patiala from March 15-18, 2019.

Neena Pinto will start the favorite in the women’s Long Jump section. The Asian Games silver medallist will be joined by last year’s Fed Cup gold medallist Nayana James.

In the absence of Asian and Commonwealth Games gold medallist Neeraj Chopra, the Javelin throw men’s category is set for an interesting four-way battle. Sahil Silwal, Vipin Kassana, Shivpal Singh and the returning Davinder Singh Kang should make it an event worth following. In the women’s section, national record holder Annu Rani will be the overwhelming pick for the gold medal.

Reigning Asian champion Swapna Barman will be in action in the Heptathlon. The 22-year-old from Jalpaiguri is expected to break the 6000-point barrier once again but Odisha’s Purnima Hembram is expected to push Barman all the way.

The men’s High Jump field will be a depleted one in the absence of last year’s gold and silver medallists. NCAA champion and NR holder Tejaswin Shankar is absent, as is the 2018 Fed Cup silver medallist Siddharth Yadav. Balasubramanya Chethan, who represented India at the Asian Games in Jakarta, will be the athlete to watch out for in this section.

In the Hammer Throw competition, junior National Record holder Ashish Jakhar is expected to bring home the gold medal.

S Siva, the national record holder in Pole Vault, will be back to defend his crown in Patiala. The 22-year-old set his previous record of 5.15 metres last year in Patiala.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/05/16-1.jpg,https://indianathletics.in/federation-cup-athletics-begins-on-friday-in-patiala/,Athletics
"Jasmine, Shaili sets new national record at National Junior Championships","November 2, 2018","02 Nov. 18
AFI Media

Ranchi. Jasmine Kaur of Punjab & Karnataka’s Shaili Singh got the 34th National Junior Athletics Championships off to a grand start with new National Records on the first day of the four-day competition at the Birsa Munda Athletics Stadium in Ranchi on Friday.

Jasmine set a record in the U-16 girls shot put event. Representing Punjab she flung the iron ball to a distance of 14.27m to eclipse the previous national record of 14.21m recorded by Paramjot Kaur two years ago at the Junior National Championships in Coimbatore.

Jasmine started out with a throw of 12.93m before setting the new national record with her second throw of the competition. She followed that effort with two more throws above 14m in her fourth (14.07m) and fifth attempts (14.03m).

Kaur was followed on the podium by Anjali of Haryana who also went past the old national mark with a best effort of 14.22m. Anjali opened with a throw of 13.39m and subsequently a foul mark before flinging the iron ball past the 14m mark on her fourth attempt of the competition. Anjali wouldn’t improve on that mark and had to be satisfied with the silver medal.

The bronze medal went to Tamil Nadu’s M Sharmila who secured the medal with her very last throw of the competition. Sharmila was trailing Haryana’s Shiksha (13.28m) until the final series of the competition. In her final attempt though she managed an effort of 13.82m to secure the third step of the podium.

Shaili leaped to a distance of 5.94m in her last attempt to register a new National Record and grab a gold medal in the U-16 girls long jump event.

Kavya M of Tamil Nadu won a silver medal with an effort of 5.38m while Haryana’s Jyoti settled for a bronze with a distance of 5.30m.

Amongst the other athletes to put up strong performances was Punjab long jumper Renu who eclipsed the old meet record in the women’s U-20 long jump competition. Renu recorded a best effort of 6.22m to erase the previous meet record of 6.19m set by Asian Games silver medalist V Neena at the 2010 edition of the Junior National Championships in Bangalore. The national record of 6.30m stands in the name of Priyanka Karket set in 2017.

Renu began her competition with a jump of 5.98m and followed that up with an effort of 6.05m –the first of her three jumps over six meters. She next record two foul throws before setting a new meet record of 6.22m. She looked to improve on that mark with her final jump of the competition but was only able to sign off with a jump of 6.08m.

Following Renu on the podium were Harshini Saravanan of Tamil Nadu who recorded a jump of 6.09m with her final jump of the competition. She next best jump of the day was 5.99m which would have left her tied for second place with her statemate A Sherin who eventually finished with a bronze medal.

Javelin thrower Yashvir Singh, who had won a silver medal at the 2018 Khelo India School Games, too made a strong impression as he won the men’s U-18 javelin throw competition winning gold with a powerful throw of 75.63m. The effort was less than a meter short of the existing meet record of 76.50m recorded by Asian Games and Commonwealth Games champion Neeraj Chopra, at the 2014 edition of the tournament in Vijaywada.

Singh beat out reigning national Youth Champion Rohit Yadav who finished second with a credible 75.14m. Nandkishor Singh of Delhi claimed the third step on the podium with a best throw of 72.30m.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/7-5.jpg,https://indianathletics.in/jasmine-shaili-sets-new-national-record-at-national-junior-championships/,Athletics
Indian Athletics team finish Asian Games 2018 with 7 gold medals,"August 30, 2018","AFI Media
30 August 2018

Jakarta (Indonesia). India finished the 2018 Asian Games with a total of 7 gold, 10 silver and 2 bronze medals in Athletics. This was India’s second highest medal tally in Athletics ever at the Asiad, as the contingent finished the final day of athletics action with two gold medals.

The women’s 4X400 metre relay team kept a streak of four Asian Games gold medals alive, stretching it to five in Jakarta.

Hima Das ran the lead leg of the race for team India, giving team India a solid start, and she was followed by Saritaben Gaikwad and MR Poovamma, who extended the gap between India and the rest of the teams. As women’s individual 400 metres gold medallist Salwa Eid Naser chased VK Vismaya, the latter ran a composed race to finish well ahead of the Bahrain team to clinch gold. This was Hima Das’ third medal of these Asian Games, to go with her silver in the 400 metres individual race and the mixed 4X400 relay.

National record holder Jinson Johnson won silver in the 800 metres, but he was not to be denied in the 1500, as Jinson won the gold, making it two medals for the Kerala runner at the 2018 Asian Games.

Johnson ran a superb, tactical race, holding back till the final 300 metres to start pushing the pace of the race as a late kick won him his first Asiad gold. The 27-year-old had broken Bahadur Prasad’s national record in the event at the Inter-State Championships.

Manjit Singh, the 800 metres gold medallist, ran a similar race to his winning run earlier, but left his charge too late to finish fourth, denying him a chance to win two medals.

The men’s 4X400 relay team brought home India’s 19th and final athletics medal, a silver. Kunhu Muhammed ran the lead leg, followed by Ayyasamy Dharun. By the time India’s fastest quarter-miler Muhammed Anas took over in the 3rd leg, Qatar’s lead was too much and despite his and Arokia Rajiv’s best efforts, the male quarter could not make up the deficit.

Seema Punia finished with a bronze in the women’s Discus Throw, managing a seasonal best of 62.26 metres, finishing behind two Chinese throwers. Punia added a bronze to her gold medal at Incheon four years ago. Sandeep Kumari finished fifth, managing a best attempt of 54.61 metres.

PU Chitra bagged India’s second bronze of the day in the women’s 1500 metres final. The 2017 Asian Athletics Championships winner Chitra won the race in a time of 4:12.56.

Govindan Lakshmanan finished 6th in the 5,000 metres final, as he came home in a time of 14:17.09. Bahrain’s Birhanu Balew won the race with a time of 13:43.17.

Sandeep Kumar was disqualified in the men’s 50 km race for three faults.

Gold medallists:

Neeraj Chopra – Javelin Throw

Tajinder Pal Singh Toor – Shot Put

Jinson Johnson – 1500 metres

Manjit Singh – 800 metres

Swapna Barman – Heptathlon

Arpinder Singh – Triple Jump

Hima Das, MR Poovamma, Saritaben Gayakwad, VK Vismaya – Women’s 4X400 metres relay",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/Indian-Athletics-team-finish-Asian-Games-2018-with-7-gold-medals.jpg,https://indianathletics.in/indian-athletics-team-finish-asian-games-2018-with-7-gold-medals/,Athletics
AAA selects top Indian athletes for Continental Cup 2018,"July 28, 2018","New Delhi,28 July 2018: The Asian Athletics Association (AAA) selected seven top Indian athletes to represent Asia-Pacific Team in the International Association of Athletics Federation (IAAF) Continental Cup to be held in Ostrava, Czech Republic from 8-9 September 2018.

Based on current IAAF world rankings, Neeraj Chopra (Javelin), MuhammedAnas (400m), Jinson Johnson (800m) and Arpinder Singh (Triple Jump) made it to the AAA list of athletes for Asian-Pacific in men’s category while Hima Das (400m), PU Chitra (1500m) and Sudha Singh (3000m Steeplechase) are included in the women’s event.

In his communication to AFI, Maurice R Nicholas, AAA Secretary, said, “The excellent performances of these selected athletes are based on the top lists rankings of IAAF and our statisticians for Asia-Pacific. We are aware that results are rapidly changing in the next few days and if an athlete overtakes the performances of your selected athletes, he or she would be replaced by us. We hope that this will not happen”.

While Neeraj is currently training in Finland under national javelin coach UweHohn from Germany, Anas and Hima are preparing for Asian Games in Czech Republic with other athletes shortlisted for the Asian Games under coach Galina Bukharina. Both Jinson Johnson and Sudha Singh are also in national camp and currently training in Bhutan ahead of the Asian Games.

The IAAF Continental Cup, was founded in 2010 and is contested every four years. Four-teams comprising best athletes from Africa, Americas, Asian-Pacific and Europe will participate in the competition.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/AAA-selects-top-Indian-athletes-for-Continental-Cup-2018.jpg,https://indianathletics.in/aaa-selects-top-indian-athletes-for-continental-cup-2018/,Athletics
Gujarat all set to host National Youth athletics meet after two decades,"July 19, 2018","AFI Media
19 July 2018

Vadodara:India’s emerging track and field athletes in the Under-18 (Youth) category will be in action during the 15th National Youth Athletics Championships which will kick-off at the Manjalpur Sports Complex here on Saturday. A total of 634 athletes including 364 boys and 270 girls from 24 states the country has registered for the prestigious U18 athletics event organised by Athletics Federation of India (AFI) annually.

The three-day competition will feature 20 events each in boys and girls U18 categories. Athletes born between 1st January 2001 to 31st December 2002 are eligible to compete in the competition.

Congratulating Gujarat Athletics Association (GAA) for hosting the meet in Vadodara, Adille J Sumariwalla, AFI President, said, “It is after a long gap of 21 years Gujarat is hosting a national level meet. On behalf of AFI I would like to thank Gujarat state athletics association for coming forward and hosting this meet,”

“In the youth category, India is making rapid progress in athletics on the world level. Hima Das, our 18-year old athlete from Assam, who recently became the new U20 world champion in 400m and javelin thrower Neeraj Chopra, who became India’s first world champion in athletics two years ago when he won the gold medal in U20 world championships, have set examples for our young athletes. I hope, we will see many more such athletes coming up from our youth competitions and I wish Vadodara, a very successful meet,” said Sumariwalla.

Among some of the known athletes who have made India proud on International level in the youth category and set to compete in the National Youth in Vadodara are Nisar Ahmed (100m), Vikas Yadav (Javelin Throw), Sreekiran and Anu Kumar (800m), Praveen C (Triple Jump), Sanjay Kumar and Suraj Panwar (10000 Race Walk) in the boys while Aparna Roy (100m), Radha Chaudhary (800m), Seema (3000m) and Vishnu Priya (400m hurdles) are top contenders of National Youth title in the girls category,

Laxman V. Karamjgaokar, Secretary GAA, said, “We are proud that Gujarat is back on the national level scene in athletics with this meet. We are ready to deliver a good meet here in Vadodara and all arrangements are made. It has been raining continuously since last few days here in Vadodara but the meet will go on as per schedule as long as rains are not too harsh. We really hope to see some new records here in this meet. All the very best to our young generation of athletes from India.”",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/Gujarat-all-set-to-host-National-Youth-athletics-meet-after-two-decades.jpg,https://indianathletics.in/gujarat-all-set-to-host-national-youth-athletics-meet-after-two-decades/,Athletics
Hima Das is the new 400m World Junior Champion,"July 13, 2018","Hima Das created history at the U-20 World Athletics Championships in Tampere, Finland on Thursday, winning the women’s 400m to become the first Indian track athlete to win a gold medal at a global athletic event.  Das clocked 51.46 seconds to beat Romania’s Andrea Miklos who finished a distant second in 52.07 seconds while Taylor Manson of USA trailed further back to take bronze in 52.28 seconds. Das is only the second Indian athlete to have won a gold at the U-20 World Championships following javelin thrower Neeraj Chopra who won his title in the 2016 edition.

The 18-year-old from Assam was considered the odds on favourite to win the event having entered the competition as the fastest in the field. She didn’t show any sign of vulnerability in the competition, winning both her heat (with a time of 52.25 seconds) and the semifinal (with a time of 52.10 seconds).  She would only improve on that time in the final. Running in lane four in the final, Das appeared to have got off to a slow start and seemed to be under pressure at the first bend. She also appeared to be trailing behind the leaders at the 300m mark but kept a cool head and managed to reel them in steadily in the final stretch. She eventually win with a sizeable lead over her rivals.

Das’ victory is only the latest high point in a career that exploded ever since she first began her athletics career in 2016. Born in Dhing village of Assam, Das was originally a football player before she shifted her focus to athletics. Although a late starter, Das, first made a mark at the 2017 Youth Nationals and was subsequently picked for the Asian Youth Championships where she finished seventh and then took part at the World Youth Championships the same year where she finished 5th in the 200m.

Das shifted to the 400m soon after and continued to find success. She won the Asian Games Test event in February this year and subsequently qualified for the Commonwealth Games with a victory at the Federation Cup in March. Das was one of the stand out performers at the Gold Coast Games and nearly pulled off a huge upset before eventually settling for sixth in a high class field in the final of the 400m.

Das has since steadily improved, winning a gold medal at the Inter State Championships in June with a personal best time of 51.13 seconds. Although Das was not able to match that effort at the Ratina Stadium in Tampere, there will be little doubt that the gold medal will be a prize she will be more than satisfied with.",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/04/Hima-Das-is-the-new-400m-World-Junior-Champion.jpg,https://indianathletics.in/hima-das-is-the-new-400m-world-junior-champion/,Athletics
Hima Das leads 31 strong contingent to Junior World Championships,"July 5, 2018","New Delhi. Tipped to bring back an elusive track medal for the country at the World Junior Championships, quarter miler Hima Das will be leading a squad of 31 Indian athletes – 21 men and 10 women — to the IAAF U20 World Junior Championships to be held in the Finnish city of Tampere between 10th and 15th of July 2018.

The 18-year-old Das, has been going from strength to strength ever since she first broke into the national scene with a pair of medals at the Indian U-18 Youth Nationals in February 2018. Although Das had won just a silver and bronze in that tournament, she has made a name for herself as the fastest active athlete over the 200 and 400m in India. The athlete from Dhing village in Assam has even made a mark in international competition with an impressive sixth place finish in the 400m event at the Commonwealth Games in April this year. Das is in red hot form heading into the competition in Finland, having won the 400m title at the Inter State Athletics Championships in Guwahati last month.

Her winning time of 51.13 seconds makes her one of the form favourites for the Junior Worlds with only one other athlete – USA’s Sydney McLaughlin – having recorded a faster time this year.

Das is not the only athlete who will be expecting to compete for medals at the World Championships. Among the men, junior national record holder M Sreeshankar would be carrying the most responsibility. The long jumper’s personal best of 7.99m set at the Federation Cup in March this year is the fourth best jump by a Junior athlete this year. However, Sreeshankar suffered a setback when he suffered a severe case of appendicitis shortly after his record-breaking jump in Patiala. The Kerala athlete however has managed to regain some of his lost form winning a bronze medal at the Asian Junior Championships in Gifu last month with an effort of 7.47m. Sreeshankar will have company in Tampere as compatriot Satyanathan Lokesh has also been named to the squad. Lokesh goes into the competition in 11th place amongst junior athletes this season with a season’s best of 7.74m recorded at the South Asian Junior Championships in May.

Also looking to carry on some form from the Asian Junior championships would be the hammer throw pair of Ashish Jhakar and Damneet Singh who took first and second place at the tournament in Gifu last month. Jhakhar’s throw of 76.86m places him sixth amongst junior athletes this season while Singh’s season’s best of 74.08 places him eleventh. Despite a slightly shorter throw, Singh would be carrying a bit of confidence of competing and winning at the international level, having clinched a silver medal at the World Youth Championships in Nairobi last year.

Competing under a bit of pressure would be javelin thrower Sahil Silwal. The 18-year-old has big shoes to fill. He will be looking to emulate senior compatriot Neeraj Chopra, who at the 2016 edition of the tournament in Bydgoszcz, set a new junior world record with a throw of 86.48m to became the first Indian to win a gold medal at an IAAF world event.

Silwal’s best is 74.88m that he recorded last month in Kuortane Motonet GP in Finland. The mark places him fifth amongst junior javelin throwers. However, Silwal’s coach Uwe Hohn has tipped the youngster to cross the 80m mark soon and Tampere would be as good a tournament as any to create a new personal best.

Heading into the competition full of confidence would be middle distance runner Beant Singh. Marked out for success at an early age following a silver medal in the 800m at the Open Nationals in 2014 and then a gold medal at the Asian Youth Championships the following year, Beant suffered a series of injuries that caused his career to falter. An exit in the heats at the 2016 Junior World championships in a sub-par time of 1:51.73 seconds was a particular low point. The Haryana athlete though has found some momentum once again clocking 1:46.92 seconds in a fourth-place finish at last month’s Inter State Championships. That timing is the seventh fastest in amongst junior athletes this year.

IAAF World U20 Championships Tampere 2018, Tampere 2018

INDIA TEAM

400 METRES MEN

800 METRES MEN

1500 METRES MEN

10000 METRES MEN

LONG JUMP MEN

TRIPLE JUMP MEN

SHOT PUT (6KG) MEN

HAMMER THROW (6KG) MEN

JAVELIN THROW MEN

4X100 METRES MEN

4X400 METRES MEN

400 METRES WOMEN

1500 METRES WOMEN

100 METRES HURDLES WOMEN

TRIPLE JUMP WOMEN

DISCUS THROW WOMEN

4X400 METRES WOMEN",Neeraj Chopra,https://indianathletics.in/wp-content/uploads/2019/07/Hima-Das-leads-31-strong-contingent-to-Junior-World-Championships-850-400.jpg,https://indianathletics.in/hima-das-leads-31-strong-contingent-to-junior-world-championships-2/,Athletics
